標籤(Label),編號(ID),名稱(Name),學制(Education System),學科(Subject),是否為根結點(IsRoot),主題(Topic),次主題(Unit),概念(Concept),,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識整數數線,國小(Elementary school),數學(Math),,數,x,數線,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,在數線上做加減,國小(Elementary school),數學(Math),,數,x,數線,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,奇數和偶數,國小(Elementary school),數學(Math),,關係和代數,x,邏輯關係,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,透過數字變化找規律,國小(Elementary school),數學(Math),,關係和代數,x,邏輯關係,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識分數、分母、分子(非單位分數),國小(Elementary school),數學(Math),,數,x,認識分母在20以內的分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,分數的累加（數詞序列）,國小(Elementary school),數學(Math),,數,x,認識分母在20以內的分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,不含帶分數的同分母分數的大小比較（大於1）,國小(Elementary school),數學(Math),,數,x,認識分母在20以內的分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,單位分數的累加（不超過2）,國小(Elementary school),數學(Math),,數,x,認識分母在20以內的分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,不含帶分數的同分母分數的大小比較（小於1）,國小(Elementary school),數學(Math),,數,x,認識分母在20以內的分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,知道N分之N等於1,國小(Elementary school),數學(Math),,數,x,認識分母在20以內的分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,幾個和幾分之幾的大小比較,國小(Elementary school),數學(Math),,數,x,認識分母在20以內的分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識一位小數,國小(Elementary school),數學(Math),,數,x,認識一位小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,零點A＝十分之A,國小(Elementary school),數學(Math),,數,x,認識一位小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識十分位及位值單位換算,國小(Elementary school),數學(Math),,數,x,認識一位小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,一位小數的大小比較,國小(Elementary school),數學(Math),,數,x,認識一位小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,四位數減法驗算,國小(Elementary school),數學(Math),,關係和代數,x,算式關係,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,利用線段圖解決四位數加減問題,國小(Elementary school),數學(Math),,關係和代數,x,算式關係,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,初步認識乘除互逆關係,國小(Elementary school),數學(Math),,關係和代數,x,算式關係,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,除法的驗算,國小(Elementary school),數學(Math),,關係和代數,x,算式關係,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,理解乘除互逆關係及應用,國小(Elementary school),數學(Math),,關係和代數,x,算式關係,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,透過乘除互逆關係解應用題,國小(Elementary school),數學(Math),,關係和代數,x,算式關係,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,一億以內數的位值單位換算,國小(Elementary school),數學(Math),,數,x,一億以內的數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識一億以內的數及數詞序列,國小(Elementary school),數學(Math),,數,x,一億以內的數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,一億以內數的大小比較,國小(Elementary school),數學(Math),,數,x,一億以內的數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,以萬為單位的加法,國小(Elementary school),數學(Math),,計算,x,多位數的加法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,以萬為單位的減法,國小(Elementary school),數學(Math),,計算,x,多位數的減法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,四位數乘以一位數,國小(Elementary school),數學(Math),,計算,x,整數乘以一位數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,一位數乘以二位數,國小(Elementary school),數學(Math),,計算,x,整數乘以二位數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,一位數乘以幾十,國小(Elementary school),數學(Math),,計算,x,整數乘以二位數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,二位數乘以二位數,國小(Elementary school),數學(Math),,計算,x,整數乘以二位數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,二位數乘以幾十,國小(Elementary school),數學(Math),,計算,x,整數乘以二位數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,乘數和被乘數末幾位有零的規則,國小(Elementary school),數學(Math),,計算,x,多位數的乘法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,一位數乘以三位數,國小(Elementary school),數學(Math),,計算,x,整數乘以三位數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,二位數乘以三位數,國小(Elementary school),數學(Math),,計算,x,整數乘以三位數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,二位數乘以幾百,國小(Elementary school),數學(Math),,計算,x,整數乘以三位數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,幾十乘以幾十,國小(Elementary school),數學(Math),,計算,x,整數乘以二位數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,三位數乘以幾十,國小(Elementary school),數學(Math),,計算,x,整數乘以二位數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,四位數乘以二位數,國小(Elementary school),數學(Math),,計算,x,整數乘以二位數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,知道直角、鈍角和銳角的定義,國小(Elementary school),數學(Math),,量,x,角度,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識並辨別周角,國小(Elementary school),數學(Math),,量,x,角度,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,角度的估測,國小(Elementary school),數學(Math),,量,x,角度,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,角度的計算,國小(Elementary school),數學(Math),,量,x,角度,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識並辨別平角,國小(Elementary school),數學(Math),,量,x,角度,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識旋轉角,國小(Elementary school),數學(Math),,量,x,角度,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識量角器,國小(Elementary school),數學(Math),,量,x,角度,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識順時針方向和逆時針方向,國小(Elementary school),數學(Math),,量,x,角度,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識鐘面上的角度,國小(Elementary school),數學(Math),,量,x,角度,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,使用量角器量角和畫角,國小(Elementary school),數學(Math),,量,x,角度,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識三角板上的角度,國小(Elementary school),數學(Math),,量,x,角度,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識帶分數,國小(Elementary school),數學(Math),,數,x,真分數、假分數和帶分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識真分數和假分數,國小(Elementary school),數學(Math),,數,x,真分數、假分數和帶分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,二位數÷二位數的估商,國小(Elementary school),數學(Math),,計算,x,整數除以二位數(計算到個位),,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,四位數除以一位數,國小(Elementary school),數學(Math),,計算,x,整數除以一位數(計算到個位),,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,四位數除以二位數,國小(Elementary school),數學(Math),,計算,x,整數除以二位數(計算到個位),,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,由邊或角來辨認三角形,國小(Elementary school),數學(Math),,形,x,三角形的構成要素,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識直角三角形及其特性,國小(Elementary school),數學(Math),,形,x,三角形的構成要素,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識等腰直角三角形及其特性,國小(Elementary school),數學(Math),,形,x,三角形的構成要素,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識鈍角三角形及其特性,國小(Elementary school),數學(Math),,形,x,三角形的構成要素,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製直角三角形,國小(Elementary school),數學(Math),,形,x,三角形的構成要素,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製等腰三角形,國小(Elementary school),數學(Math),,形,x,三角形的構成要素,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製等腰直角三角形,國小(Elementary school),數學(Math),,形,x,三角形的構成要素,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,公里和公尺的關係和換算（沒有小數點）,國小(Elementary school),數學(Math),,量,x,公里,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,公里和公分的關係和換算,國小(Elementary school),數學(Math),,量,x,公里,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,公里和公尺的加法,國小(Elementary school),數學(Math),,量,x,公里,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識三角形的邊、角和頂點,國小(Elementary school),數學(Math),,形,x,三角形的構成要素,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,二位數除以二位數,國小(Elementary school),數學(Math),,計算,x,整數除以二位數(計算到個位),,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,三位數除以二位數,國小(Elementary school),數學(Math),,計算,x,整數除以二位數(計算到個位),,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識分數數線,國小(Elementary school),數學(Math),,數,x,數線,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,三位數除以三位數,國小(Elementary school),數學(Math),,計算,x,整數除以三位數(計算到個位),,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,在二維表格上找到數的規律,國小(Elementary school),數學(Math),,關係與代數,x,邏輯關係,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識正三角形及其特性,國小(Elementary school),數學(Math),,形,x,三角形的構成要素,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識等腰三角形及其特性,國小(Elementary school),數學(Math),,形,x,三角形的構成要素,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識銳角三角形及其特性,國小(Elementary school),數學(Math),,形,x,三角形的構成要素,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識二位小數,國小(Elementary school),數學(Math),,數,x,認識二位小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識百分位及位值單位換算,國小(Elementary school),數學(Math),,數,x,認識二位小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,二位小數的大小比較,國小(Elementary school),數學(Math),,數,x,認識二位小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,小數與量的換算（如：1公分＝0.01公尺）,國小(Elementary school),數學(Math),,數,x,認識二位小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識全等圖形及對應角、對應邊、對應點,國小(Elementary school),數學(Math),,形,x,全等圖形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,二位小數加法,國小(Elementary school),數學(Math),,計算,x,二位小數加法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,二位小數減法,國小(Elementary school),數學(Math),,計算,x,二位小數減法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識先乘除後加減的計算,國小(Elementary school),數學(Math),,關係和代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,帶分數和假分數的互換,國小(Elementary school),數學(Math),,數,x,真分數、假分數和帶分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,同分母分數的加法（有帶分數）,國小(Elementary school),數學(Math),,計算,x,同分母分數加法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,同分母分數的減法（有帶分數）,國小(Elementary school),數學(Math),,計算,x,同分母分數減法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識一位小數的小數數線,國小(Elementary school),數學(Math),,數,x,數線,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,帶分數乘以整數,國小(Elementary school),數學(Math),,計算,x,分數乘以整數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,報讀複雜長條圖（資料圖左右疊）,國小(Elementary school),數學(Math),,資料與不確定性,x,報讀統計圖表,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識1公里及公里的量感,國小(Elementary school),數學(Math),,量,x,公里,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識及報讀長條圖,國小(Elementary school),數學(Math),,資料與不確定性,x,報讀統計圖表,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製長條圖,國小(Elementary school),數學(Math),,資料與不確定性,x,繪製統計圖,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識及報讀折線圖,國小(Elementary school),數學(Math),,資料與不確定性,x,報讀統計圖表,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,公里和公尺的乘法,國小(Elementary school),數學(Math),,量,x,公里,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,公里和公尺的減法,國小(Elementary school),數學(Math),,量,x,公里,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,公里和公尺的除法,國小(Elementary school),數學(Math),,量,x,公里,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,一位數乘以幾百,國小(Elementary school),數學(Math),,計算,x,整數乘以三位數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,三位數乘以三位數,國小(Elementary school),數學(Math),,計算,x,整數乘以三位數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,四位數乘以三位數,國小(Elementary school),數學(Math),,計算,x,整數乘以三位數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,四位數除以三位數,國小(Elementary school),數學(Math),,計算,x,整數除以三位數(計算到個位),,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識概數,國小(Elementary school),數學(Math),,數,x,概數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,四捨五入法,國小(Elementary school),數學(Math),,數,x,概數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,三位數乘以二位數,國小(Elementary school),數學(Math),,計算,x,整數乘以二位數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,除數和被除數末幾位有零的規則,國小(Elementary school),數學(Math),,計算,x,多位數的除法(計算到個位),,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,無條件捨去法,國小(Elementary school),數學(Math),,數,x,概數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,無條件進入法,國小(Elementary school),數學(Math),,數,x,概數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,概數的應用,國小(Elementary school),數學(Math),,數,x,概數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製互相垂直的直線,國小(Elementary school),數學(Math),,形,x,垂直和平行,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製互相平行的直線,國小(Elementary school),數學(Math),,形,x,垂直和平行,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識互相垂直,國小(Elementary school),數學(Math),,形,x,垂直和平行,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識互相平行,國小(Elementary school),數學(Math),,形,x,垂直和平行,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識有括號的先算,國小(Elementary school),數學(Math),,關係和代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識四邊形及對邊、鄰邊和對角,國小(Elementary school),數學(Math),,形,x,四邊形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識各種四邊形及辨認,國小(Elementary school),數學(Math),,形,x,四邊形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識對角線,國小(Elementary school),數學(Math),,形,x,四邊形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,四邊形對角線剪開後的全等關係,國小(Elementary school),數學(Math),,形,x,四邊形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製平行四邊形,國小(Elementary school),數學(Math),,形,x,四邊形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製正方形(已學會畫平行線),國小(Elementary school),數學(Math),,形,x,四邊形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製長方形(已學會畫平行線),國小(Elementary school),數學(Math),,形,x,四邊形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製指定四邊形,國小(Elementary school),數學(Math),,形,x,四邊形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識由左而右的計算,國小(Elementary school),數學(Math),,關係和代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,先加再減與先減再加的結果相同,國小(Elementary school),數學(Math),,關係和代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,先乘後除與先除後乘的結果相同,國小(Elementary school),數學(Math),,關係和代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,連加的順序可交換,國小(Elementary school),數學(Math),,關係和代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,連減的順序可交換,國小(Elementary school),數學(Math),,關係和代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,三數相乘，順序改變不影響其積,國小(Elementary school),數學(Math),,關係和代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製梯形,國小(Elementary school),數學(Math),,形,x,四邊形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製菱形,國小(Elementary school),數學(Math),,形,x,四邊形,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,解決分數的整數倍兩步驟問題（不併式）,國小(Elementary school),數學(Math),,計算,x,分數四則,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,假分數乘以整數,國小(Elementary school),數學(Math),,計算,x,分數乘以整數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,真分數乘以整數,國小(Elementary school),數學(Math),,計算,x,分數乘以整數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,在二維圖上找到圖的規律,國小(Elementary school),數學(Math),,關係與代數,x,邏輯關係,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識省略符號,國小(Elementary school),數學(Math),,資料與不確定性,x,報讀統計圖表,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,直觀比較體積的大小,國小(Elementary school),數學(Math),,量,x,立方公分,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識體積,國小(Elementary school),數學(Math),,量,x,立方公分,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,體積的個別單位比較,國小(Elementary school),數學(Math),,量,x,立方公分,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,一位小數乘以二位整數,國小(Elementary school),數學(Math),,計算,x,小數乘以整數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,小數乘以整數之小數點位置關係,國小(Elementary school),數學(Math),,計算,x,小數乘以整數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,一位小數乘以一位整數,國小(Elementary school),數學(Math),,計算,x,小數乘以整數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,二位小數乘以一位整數,國小(Elementary school),數學(Math),,計算,x,小數乘以整數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,點數排成四角柱的形體,國小(Elementary school),數學(Math),,量,x,立方公分,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識1立方公分，並進行形體的堆疊,國小(Elementary school),數學(Math),,量,x,立方公分,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,點算複雜複合形體的體積,國小(Elementary school),數學(Math),,量,x,立方公分,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,二位小數乘以二位整數,國小(Elementary school),數學(Math),,計算,x,小數乘以整數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,解決小數的整數倍兩步驟問題（不併式）,國小(Elementary school),數學(Math),,計算,x,小數四則,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製一位小數的數線並紀錄,國小(Elementary school),數學(Math),,數,x,數線,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識二位以上小數的小數數線,國小(Elementary school),數學(Math),,數,x,數線,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識正方形面積公式,國小(Elementary school),數學(Math),,量,x,正方形與長方形面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識長方形面積公式,國小(Elementary school),數學(Math),,量,x,正方形與長方形面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,正方形周長公式,國小(Elementary school),數學(Math),,形,x,周長,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,長方形周長公式,國小(Elementary school),數學(Math),,形,x,周長,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,平方公尺,國小(Elementary school),數學(Math),,量,x,認識平方公尺,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,長方形和正方形的複合圖形面積,國小(Elementary school),數學(Math),,量,x,複合圖形面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,平方公尺與平方公分的換算,國小(Elementary school),數學(Math),,量,x,認識平方公尺,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,正方形或長方形的複合圖形周長,國小(Elementary school),數學(Math),,形,x,複合圖形的周長,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識等值分數,國小(Elementary school),數學(Math),,數,x,等值分數和擴分、約分、通分,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,異分母分數的大小比較（有數線或圖形輔助）,國小(Elementary school),數學(Math),,數,x,等值分數和擴分、約分、通分,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,透過線段圖解決異分母分數的計算,國小(Elementary school),數學(Math),,計算,x,異分母分數減法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,找出等值分數,國小(Elementary school),數學(Math),,數,x,等值分數和擴分、約分、通分,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,小數換分數（二位以下小數）,國小(Elementary school),數學(Math),,數,x,分數和小數的互換,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,分數換小數（分母為2、5、10、100的分數）,國小(Elementary school),數學(Math),,數,x,分數和小數的互換,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,面積和周長的關係,國小(Elementary school),數學(Math),,量,x,正方形與長方形面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,長方形和正方形面積公式的應用（如：用面積求邊長、用周長求面積）,國小(Elementary school),數學(Math),,量,x,正方形與長方形面積,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,含帶分數的同分母分數的大小比較,國小(Elementary school),數學(Math),,數,x,真分數、假分數和帶分數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,連減兩數相當於減此兩數之和,國小(Elementary school),數學(Math),,關係和代數,x,四則計算規律,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,時間單位換算（二階單位）,國小(Elementary school),數學(Math),,量,x,時間的換算,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,時間量的減法（有退位）,國小(Elementary school),數學(Math),,量,x,時間的加減,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,計算兩時刻之間的時間量（有退位）,國小(Elementary school),數學(Math),,量,x,時間的加減,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,時刻與時刻的跨日計算,國小(Elementary school),數學(Math),,量,x,時間的加減,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,時間量的加法（有進位）,國小(Elementary school),數學(Math),,量,x,時間的加減,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,時刻與時間量的加法（有進位）,國小(Elementary school),數學(Math),,量,x,時間的加減,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,時刻與時間量的跨日計算,國小(Elementary school),數學(Math),,量,x,時間的加減,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,時刻與時間量的減法（有退位）,國小(Elementary school),數學(Math),,量,x,時間的加減,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,奇數和偶數的相加和相乘關係,國小(Elementary school),數學(Math),,關係與代數,x,邏輯關係,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,奇數和奇數的相加和相減關係,國小(Elementary school),數學(Math),,關係與代數,x,邏輯關係,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,以文字表示數學公式,國小(Elementary school),數學(Math),,關係與代數,x,代數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識三位小數,國小(Elementary school),數學(Math),,數,x,認識三位小數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,報讀含有省略符號的複雜長條圖,國小(Elementary school),數學(Math),,資料與不確定性,x,報讀統計圖表,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,報讀含有省略符號的複雜折線圖,國小(Elementary school),數學(Math),,資料與不確定性,x,報讀統計圖表,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,報讀長條圖和折線圖同時呈現的統計圖,國小(Elementary school),數學(Math),,資料與不確定性,x,報讀統計圖表,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,繪製複雜折線圖,國小(Elementary school),數學(Math),,資料與不確定性,x,繪製統計圖,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,三位小數加法,國小(Elementary school),數學(Math),,計算,x,三位小數加法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,多位小數加法,國小(Elementary school),數學(Math),,計算,x,多位小數加法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,三位小數減法,國小(Elementary school),數學(Math),,計算,x,三位小數減法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,多位小數減法,國小(Elementary school),數學(Math),,計算,x,多位小數減法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,小數取概數,國小(Elementary school),數學(Math),,數,x,概數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,認識一兆以上的數,國小(Elementary school),數學(Math),,數,x,一億以上的數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,以萬、億、兆為單位的加法,國小(Elementary school),數學(Math),,計算,x,多位數的加法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,以萬、億、兆為單位的減法,國小(Elementary school),數學(Math),,計算,x,多位數的減法,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,熟悉十進位系統解決末位有零的除法,國小(Elementary school),數學(Math),,計算,x,多位數的除法(計算到個位),,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,整除,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,因數,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,因數和倍數的關係,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,有特定範圍的因數應用,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,有特定範圍的倍數應用,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,倍數,國小(Elementary school),數學(Math),,數,x,因數和倍數,,,,,,,,,,,,,,,,,
知識點(KnowledgePoint),,三角形兩邊長的和大於第三邊,國小(Elementary school),數學(Math),,形,x,三角形的構成要素,,,,,,,,,,,,,,,,,
